Id,Label,timeset,abundance,type,class,gene,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,clustering,triangles,eigencentrality
180,Anaeromyxobacter,,2.56,Taxa,Anaeromyxobacteraceae,Anaeromyxobacter,0,0,0,0,0,0,0,0,87,0.000807,86,0,0,0
181,Atopobium,,117.66,Taxa,Atopobiaceae,Atopobium,4,2.799675,8,0.25873,0.293814,11.687258,0.000273,0.000273,131,0.0029,0,0.833333,5,0.004098
182,Olsenella,,252.81,Taxa,Atopobiaceae,Olsenella,23,15.099569,6,0.35512,0.450716,940.165328,0.05067,0.05067,21,0.00538,0,0.901186,228,0.304732
183,Bacillus,,912.45,Taxa,Bacillaceae,Bacillus,14,9.724978,7,0.244012,0.319471,35.93199,0.000009,0.000009,131,0.005504,0,0.868132,79,0.030508
184,Geobacillus,,27.58,Taxa,Bacillaceae,Geobacillus,0,0,0,0,0,0,0,0,88,0.000807,87,0,0,0
185,Gemella,,0,Taxa,Bacillales_u_f,Gemella,0,0,0,0,0,0,0,0,89,0.000807,88,0,0,0
186,Bacteroidales_u_g,,36327.34,Taxa,Bacteroidales_u_f,Bacteroidales_u_g,6,3.4031,6,0.251543,0.284969,115.745286,0.000011,0.000011,49,0.004494,0,0.733333,11,0.004522
187,Brachyspira,,3.03,Taxa,Brachyspiraceae,Brachyspira,0,0,0,0,0,0,0,0,90,0.000807,89,0,0,0
188,Ochrobactrum,,0,Taxa,Brucellaceae,Ochrobactrum,0,0,0,0,0,0,0,0,91,0.000807,90,0,0,0
189,Campylobacter,,0,Taxa,Campylobacteraceae,Campylobacter,0,0,0,0,0,0,0,0,92,0.000807,91,0,0,0
190,Candidatus Paracaedibacteraceae_u_g,,0,Taxa,Candidatus Paracaedibacteraceae,Candidatus Paracaedibacteraceae_u_g,13,8.903412,6,0.295826,0.361145,856.227629,0.000118,0.000118,131,0.006578,0,0.487179,38,0.017607
191,Cardiobacterium,,0,Taxa,Cardiobacteriaceae,Cardiobacterium,0,0,0,0,0,0,0,0,93,0.000807,92,0,0,0
192,Catabacter,,2430.24,Taxa,Catabacteriaceae,Catabacter,2,1.122284,8,0.226704,0.24992,67.053472,0.000001,0.000001,112,0.002575,0,0,0,0.001034
193,Alkaliphilus,,15.26,Taxa,Clostridiaceae,Alkaliphilus,0,0,0,0,0,0,0,0,94,0.000807,93,0,0,0
194,Butyricicoccus,,267.27,Taxa,Clostridiaceae,Butyricicoccus,9,5.416799,6,0.300738,0.35184,1671.876009,0.000438,0.000438,112,0.007876,0,0.111111,4,0.007669
195,Caloramator,,10.48,Taxa,Clostridiaceae,Caloramator,2,1.204994,6,0.272575,0.298773,89.757548,0.000225,0.000225,49,0.001902,0,0,0,0.002411
196,Clostridiales Family XIII. Incertae Sedis_u_g,,4204.11,Taxa,Clostridiales Family XIII. Incertae Sedis,Clostridiales Family XIII. Incertae Sedis_u_g,16,9.198769,6,0.293694,0.367689,482.360115,0.000116,0.000116,131,0.006489,0,0.541667,65,0.034453
197,Mogibacterium,,27.54,Taxa,Clostridiales Family XIII. Incertae Sedis,Mogibacterium,0,0,0,0,0,0,0,0,95,0.000807,94,0,0,0
198,Thermaerobacter,,17.53,Taxa,Clostridiales Family XVII. Incertae Sedis,Thermaerobacter,0,0,0,0,0,0,0,0,96,0.000807,95,0,0,0
199,Collinsella,,271.49,Taxa,Coriobacteriaceae,Collinsella,21,14.230156,7,0.348291,0.437438,84.233851,0.040227,0.040227,21,0.005066,0,0.914286,192,0.249536
200,Corynebacterium,,608.68,Taxa,Corynebacteriaceae,Corynebacterium,4,2.673737,8,0.25873,0.293814,11.687258,0.000273,0.000273,131,0.0029,0,0.833333,5,0.004098
201,Cytophaga,,5.89,Taxa,Cytophagaceae,Cytophaga,3,1.893944,8,0.238304,0.26999,125.381744,0.000019,0.000019,131,0.003323,0,0.333333,1,0.002275
202,Runella,,0,Taxa,Cytophagaceae,Runella,0,0,0,0,0,0,0,0,97,0.000807,96,0,0,0
203,Deinococcus-Thermus_u_g,,2.83,Taxa,Deinococcus-Thermus_u_f,Deinococcus-Thermus_u_g,0,0,0,0,0,0,0,0,98,0.000807,97,0,0,0
204,Desulfobulbus,,2.69,Taxa,Desulfobulbaceae,Desulfobulbus,0,0,0,0,0,0,0,0,99,0.000807,98,0,0,0
205,Desulfomicrobium,,4.92,Taxa,Desulfomicrobiaceae,Desulfomicrobium,1,0.516101,9,0.233524,0.282608,0,0.004296,0.004296,17,0.000977,0,0,0,0.021245
206,Hippea,,0,Taxa,Desulfurellaceae,Hippea,0,0,0,0,0,0,0,0,100,0.000807,99,0,0,0
207,Slackia,,6.36,Taxa,Eggerthellaceae,Slackia,0,0,0,0,0,0,0,0,101,0.000807,100,0,0,0
208,Escherichia,,389.04,Taxa,Enterobacteriaceae,Escherichia,39,32.963042,8,0.324701,0.471896,35.4603,0.168676,0.168676,17,0.007105,0,0.824561,611,0.84705
209,Leclercia,,0,Taxa,Enterobacteriaceae,Leclercia,0,0,0,0,0,0,0,0,102,0.000807,101,0,0,0
210,Salmonella,,0,Taxa,Enterobacteriaceae,Salmonella,0,0,0,0,0,0,0,0,103,0.000807,102,0,0,0
211,Shigella,,67.71,Taxa,Enterobacteriaceae,Shigella,33,23.780111,7,0.363029,0.479871,347.475227,0.094064,0.094064,21,0.007058,0,0.645833,341,0.522493
212,Erysipelotrichaceae_u_g,,1823.34,Taxa,Erysipelotrichaceae,Erysipelotrichaceae_u_g,6,3.888461,6,0.282007,0.322495,366.321233,0.000011,0.000011,49,0.004577,0,0.2,3,0.005154
213,Kandleria,,0,Taxa,Erysipelotrichaceae,Kandleria,4,3.505254,8,0.188657,0.216616,0,0,0,104,0.004666,0,1,6,0.002059
214,Turicibacter,,297.12,Taxa,Erysipelotrichaceae,Turicibacter,23,14.274042,7,0.286972,0.385948,611.517646,0.000224,0.000224,131,0.00868,0,0.498024,126,0.049064
215,Ferrimonas,,0,Taxa,Ferrimonadaceae,Ferrimonas,0,0,0,0,0,0,0,0,105,0.000807,103,0,0,0
216,Firmicutes_u_g,,666.93,Taxa,Firmicutes_u_f,Firmicutes_u_g,3,1.77502,7,0.240768,0.268288,99.335584,0.000013,0.000013,112,0.003756,0,0.333333,1,0.00164
217,Imtechella,,27.79,Taxa,Flavobacteriaceae,Imtechella,15,9.291545,7,0.305243,0.375679,27.98883,0.022899,0.022899,21,0.003999,0,0.87619,92,0.149945
218,Flavobacteriales_u_g,,0,Taxa,Flavobacteriales_u_f,Flavobacteriales_u_g,0,0,0,0,0,0,0,0,106,0.000807,104,0,0,0
219,Cetobacterium,,2.59,Taxa,Fusobacteriaceae,Cetobacterium,10,7.084119,6,0.291071,0.346319,45.764356,0.000074,0.000074,131,0.004962,0,0.688889,31,0.013742
220,Glycomyces,,0,Taxa,Glycomycetaceae,Glycomyces,0,0,0,0,0,0,0,0,107,0.000807,105,0,0,0
221,Gordonia,,6.84,Taxa,Gordoniaceae,Gordonia,15,12.475554,7,0.242921,0.321823,29.291375,0.000018,0.000018,131,0.005756,0,0.92381,97,0.034679
222,Halorubrum,,1.46,Taxa,Halorubraceae,Halorubrum,16,13.403582,7,0.244378,0.326731,42.527949,0.000021,0.000021,131,0.006102,0,0.883333,106,0.036738
223,Holophagaceae_u_g,,0,Taxa,Holophagaceae,Holophagaceae_u_g,6,3.898635,8,0.248097,0.30168,76.955987,0.00044,0.00044,112,0.004465,0,0.533333,8,0.006537
224,Holospora,,78.19,Taxa,Holosporaceae,Holospora,2,1.162541,1,1,1,1,0,0,114,0.007848,4,0,0,0.000665
225,Hungateiclostridiaceae_u_g,,0,Taxa,Hungateiclostridiaceae,Hungateiclostridiaceae_u_g,19,13.6867,7,0.251156,0.343441,154.712895,0.000034,0.000034,131,0.007206,0,0.701754,120,0.041961
226,Coprococcus,,0,Taxa,Lachnospiraceae,Coprococcus,19,11.989282,6,0.301852,0.385685,270.780537,0.000272,0.000272,131,0.008041,0,0.45614,78,0.032472
227,Dorea,,4.21,Taxa,Lachnospiraceae,Dorea,11,6.20098,8,0.241481,0.30669,725.233235,0.000287,0.000287,112,0.007331,0,0.563636,31,0.010511
228,Lachnobacterium,,0,Taxa,Lachnospiraceae,Lachnobacterium,15,10.573557,7,0.331301,0.408545,858.986477,0.00151,0.00151,131,0.006132,0,0.619048,65,0.036115
229,Lachnoclostridium,,1098.65,Taxa,Lachnospiraceae,Lachnoclostridium,2,1.117968,7,0.23319,0.258122,0,0.000013,0.000013,112,0.002615,0,1,1,0.001292
230,Lachnospira,,1360.72,Taxa,Lachnospiraceae,Lachnospira,7,3.661683,7,0.289007,0.338709,295.221949,0.000155,0.000155,131,0.00414,0,0.285714,6,0.008363
231,Pseudobutyrivibrio,,173.28,Taxa,Lachnospiraceae,Pseudobutyrivibrio,19,14.957628,7,0.251156,0.343441,154.712895,0.000034,0.000034,131,0.007206,0,0.701754,120,0.041961
232,Roseburia,,14.9,Taxa,Lachnospiraceae,Roseburia,20,12.071547,7,0.285464,0.376746,341.520085,0.000135,0.000135,131,0.007607,0,0.521053,99,0.043854
233,Shuttleworthia,,0,Taxa,Lachnospiraceae,Shuttleworthia,0,0,0,0,0,0,0,0,108,0.000807,106,0,0,0
234,Tyzzerella,,21.95,Taxa,Lachnospiraceae,Tyzzerella,10,6.612679,6,0.292115,0.350409,143.089118,0.00006,0.00006,131,0.004746,0,0.533333,24,0.015738
235,Methanosarcina,,10.45,Taxa,Methanosarcinaceae,Methanosarcina,0,0,0,0,0,0,0,0,109,0.000807,107,0,0,0
236,Methylobacterium,,3.49,Taxa,Methylobacteriaceae,Methylobacterium,2,1.165599,9,0.24184,0.278401,68.849529,0.000482,0.000482,112,0.001723,0,0,0,0.004494
237,Microvirga,,5.6,Taxa,Methylobacteriaceae,Microvirga,9,7.490204,8,0.213072,0.262883,162,0.000011,0.000011,112,0.006737,0,0.777778,28,0.007346
238,Clavibacter,,0,Taxa,Microbacteriaceae,Clavibacter,0,0,0,0,0,0,0,0,110,0.000807,108,0,0,0
239,Microbacterium,,175.34,Taxa,Microbacteriaceae,Microbacterium,15,11.056937,7,0.244378,0.322539,69.558816,0.000011,0.000011,131,0.005907,0,0.771429,81,0.031674
240,Kocuria,,81.81,Taxa,Micrococcaceae,Kocuria,13,10.462182,8,0.217914,0.291623,0,0.000008,0.000008,131,0.005104,0,1,78,0.029297
241,Micrococcaceae_u_g,,16.88,Taxa,Micrococcaceae,Micrococcaceae_u_g,5,3.370547,7,0.260383,0.30206,36.182925,0.000431,0.000431,112,0.003883,0,0.8,8,0.005886
242,Micromonospora,,16.91,Taxa,Micromonosporaceae,Micromonospora,4,3.843063,10,0.194976,0.228591,0,0.000014,0.000014,49,0.00436,0,1,6,0.002147
243,Ureaplasma,,3.66,Taxa,Mycoplasmataceae,Ureaplasma,5,3.526956,7,0.231206,0.270947,636,0.000003,0.000003,104,0.005204,0,0.6,6,0.003385
244,Myxococcaceae_u_g,,1.12,Taxa,Myxococcaceae,Myxococcaceae_u_g,4,3.843063,10,0.194976,0.228591,0,0.000014,0.000014,49,0.00436,0,1,6,0.002147
245,Nitrospiraceae_u_g,,0,Taxa,Nitrospiraceae,Nitrospiraceae_u_g,34,30.212918,8,0.317739,0.451957,3.997376,0.156846,0.156846,17,0.006163,0,0.982175,551,0.77868
246,Thermobifida,,1217.13,Taxa,Nocardiopsaceae,Thermobifida,18,13.903168,7,0.262903,0.350584,543.545382,0.000027,0.000027,131,0.006951,0,0.679739,104,0.039031
247,Opitutales_u_g,,0,Taxa,Opitutales_u_f,Opitutales_u_g,0,0,0,0,0,0,0,0,111,0.000807,109,0,0,0
248,Saccharibacillus,,0,Taxa,Paenibacillaceae,Saccharibacillus,8,7.275663,8,0.212794,0.259816,0,0.000011,0.000011,112,0.005556,0,1,28,0.007028
249,Gallibacterium,,0,Taxa,Pasteurellaceae,Gallibacterium,8,7.275663,8,0.212794,0.259816,0,0.000011,0.000011,112,0.005556,0,1,28,0.007028
250,Desulfotomaculum,,3.78,Taxa,Peptococcaceae,Desulfotomaculum,0,0,0,0,0,0,0,0,113,0.000807,110,0,0,0
251,Peptococcaceae_u_g,,19.83,Taxa,Peptococcaceae,Peptococcaceae_u_g,3,1.882185,8,0.23589,0.274993,12.936508,0.000279,0.000279,112,0.002678,0,0.333333,1,0.003503
252,Anaerococcus,,3.15,Taxa,Peptoniphilaceae,Anaerococcus,16,13.403582,7,0.244378,0.326731,42.527949,0.000021,0.000021,131,0.006102,0,0.883333,106,0.036738
253,Helcococcus,,28.41,Taxa,Peptoniphilaceae,Helcococcus,4,2.280407,7,0.293694,0.347458,331.813603,0.005298,0.005298,112,0.002698,0,0.166667,1,0.02805
254,Parvimonas,,22.8,Taxa,Peptoniphilaceae,Parvimonas,1,0.581923,2,0.666667,0.75,0,0,0,114,0.004145,4,0,0,0.000371
255,Intestinibacter,,0,Taxa,Peptostreptococcaceae,Intestinibacter,16,9.871115,7,0.283478,0.364476,136.065551,0.00022,0.00022,131,0.00639,0,0.591667,71,0.034108
256,Paeniclostridium,,10.01,Taxa,Peptostreptococcaceae,Paeniclostridium,14,8.229236,7,0.291071,0.368054,310.243537,0.000099,0.000099,131,0.006215,0,0.483516,44,0.027557
257,Peptostreptococcaceae_u_g,,198.88,Taxa,Peptostreptococcaceae,Peptostreptococcaceae_u_g,11,5.97137,7,0.286467,0.354864,72.673081,0.000089,0.000089,131,0.005068,0,0.490909,27,0.019103
258,Peptostreptococcus,,3.81,Taxa,Peptostreptococcaceae,Peptostreptococcus,11,6.828452,7,0.277211,0.338402,205.127739,0.000204,0.000204,131,0.00537,0,0.6,33,0.019168
259,Aminobacter,,0,Taxa,Phyllobacteriaceae,Aminobacter,0,0,0,0,0,0,0,0,115,0.000807,111,0,0,0
260,Phyllobacteriaceae_u_g,,0,Taxa,Phyllobacteriaceae,Phyllobacteriaceae_u_g,0,0,0,0,0,0,0,0,116,0.000807,112,0,0,0
261,Ureibacillus,,64.83,Taxa,Planococcaceae,Ureibacillus,0,0,0,0,0,0,0,0,117,0.000807,113,0,0,0
262,Porphyromonas,,379.59,Taxa,Porphyromonadaceae,Porphyromonas,3,2.407034,10,0.153629,0.183017,0,0,0,121,0.003528,0,1,3,0.00153
263,Acidipropionibacterium,,29.62,Taxa,Propionibacteriaceae,Acidipropionibacterium,15,11.062225,8,0.219086,0.299803,636,0.000008,0.000008,131,0.006775,0,0.752381,79,0.03029
264,Cutibacterium,,15.98,Taxa,Propionibacteriaceae,Cutibacterium,0,0,0,0,0,0,0,0,118,0.000807,114,0,0,0
265,Propionibacteriaceae_u_g,,8.54,Taxa,Propionibacteriaceae,Propionibacteriaceae_u_g,0,0,0,0,0,0,0,0,119,0.000807,115,0,0,0
266,Pseudonocardia,,0,Taxa,Pseudonocardiaceae,Pseudonocardia,0,0,0,0,0,0,0,0,120,0.000807,116,0,0,0
267,Saccharomonospora,,965.46,Taxa,Pseudonocardiaceae,Saccharomonospora,10,7.251636,6,0.287478,0.341718,19.996869,0.000072,0.000072,131,0.00486,0,0.733333,33,0.014296
268,Saccharopolyspora,,414.4,Taxa,Pseudonocardiaceae,Saccharopolyspora,7,5.757656,7,0.251932,0.292653,37.590312,0.000075,0.000075,49,0.005065,0,0.857143,18,0.005614
269,Halocynthiibacter,,0,Taxa,Rhodobacteraceae,Halocynthiibacter,4,3.285527,9,0.18091,0.225416,160,0,0,121,0.004051,0,0.666667,4,0.003394
270,Thalassospira,,0,Taxa,Rhodospirillaceae,Thalassospira,0,0,0,0,0,0,0,0,122,0.000807,117,0,0,0
271,Rickettsiales_u_g,,3.53,Taxa,Rickettsiales_u_f,Rickettsiales_u_g,9,6.77114,7,0.238653,0.289001,554.113553,0.000023,0.000023,112,0.006295,0,0.777778,28,0.007811
272,Rikenellaceae_u_g,,0,Taxa,Rikenellaceae,Rikenellaceae_u_g,0,0,0,0,0,0,0,0,123,0.000807,118,0,0,0
273,Anaerotruncus,,0,Taxa,Ruminococcaceae,Anaerotruncus,0,0,0,0,0,0,0,0,124,0.000807,119,0,0,0
274,Ethanoligenens,,0,Taxa,Ruminococcaceae,Ethanoligenens,0,0,0,0,0,0,0,0,125,0.000807,120,0,0,0
275,Megamonas,,13.87,Taxa,Selenomonadaceae,Megamonas,5,3.812978,6,0.271667,0.310225,85.700039,0.000005,0.000005,49,0.003779,0,0.7,7,0.004084
276,Selenomonadaceae_u_g,,0,Taxa,Selenomonadaceae,Selenomonadaceae_u_g,0,0,0,0,0,0,0,0,126,0.000807,121,0,0,0
277,Shewanella,,0,Taxa,Shewanellaceae,Shewanella,0,0,0,0,0,0,0,0,127,0.000807,122,0,0,0
278,Sphaerobacteraceae_u_g,,0,Taxa,Sphaerobacteraceae,Sphaerobacteraceae_u_g,0,0,0,0,0,0,0,0,128,0.000807,123,0,0,0
279,Sphingobacteriaceae_u_g,,0,Taxa,Sphingobacteriaceae,Sphingobacteriaceae_u_g,34,30.212918,8,0.317739,0.451957,3.997376,0.156846,0.156846,17,0.006163,0,0.982175,551,0.77868
280,Treponema,,125.64,Taxa,Spirochaetaceae,Treponema,9,5.674144,6,0.32996,0.384765,894.302775,0.001473,0.001473,131,0.004314,0,0.722222,26,0.02034
281,Sporolactobacillus,,1.57,Taxa,Sporolactobacillaceae,Sporolactobacillus,0,0,0,0,0,0,0,0,129,0.000807,124,0,0,0
282,Pelosinus,,28.92,Taxa,Sporomusaceae,Pelosinus,11,6.674754,7,0.275804,0.340549,191.565544,0.00016,0.00016,131,0.004977,0,0.545455,30,0.022027
283,Staphylococcus,,11.19,Taxa,Staphylococcaceae,Staphylococcus,0,0,0,0,0,0,0,0,130,0.000807,125,0,0,0
284,Succinatimonas,,14.54,Taxa,Succinivibrionaceae,Succinatimonas,13,9.440107,7,0.324701,0.397298,516.653429,0.001506,0.001506,131,0.005318,0,0.705128,55,0.033143
285,Succinivibrio,,122.38,Taxa,Succinivibrionaceae,Succinivibrio,14,10.275664,7,0.27911,0.353126,15.882948,0.000225,0.000225,131,0.005868,0,0.714286,65,0.027176
286,Laceyella,,0,Taxa,Thermoactinomycetaceae,Laceyella,0,0,0,0,0,0,0,0,132,0.000807,126,0,0,0
287,Thermoactinomyces,,3502.81,Taxa,Thermoactinomycetaceae,Thermoactinomyces,11,7.43751,6,0.295826,0.357669,229.855835,0.000066,0.000066,131,0.005183,0,0.545455,30,0.016138
288,Thermoanaerobacterales_u_g,,60.82,Taxa,Thermoanaerobacterales_u_f,Thermoanaerobacterales_u_g,16,13.403582,7,0.244378,0.326731,42.527949,0.000021,0.000021,131,0.006102,0,0.883333,106,0.036738
289,Megasphaera,,17.23,Taxa,Veillonellaceae,Megasphaera,13,9.201362,7,0.325349,0.397809,497.123669,0.001505,0.001505,131,0.005338,0,0.679487,53,0.032652
290,Veillonellaceae_u_g,,0,Taxa,Veillonellaceae,Veillonellaceae_u_g,17,11.316516,7,0.282986,0.365396,81.846112,0.00023,0.00023,131,0.007171,0,0.529412,72,0.030238
291,Pseudoxanthomonas,,5.5,Taxa,Xanthomonadaceae,Pseudoxanthomonas,4,3.843063,10,0.194976,0.228591,0,0.000014,0.000014,49,0.00436,0,1,6,0.002147
292,Xylella,,0,Taxa,Xanthomonadaceae,Xylella,0,0,0,0,0,0,0,0,133,0.000807,127,0,0,0
293,Yersinia,,1.77,Taxa,Yersiniaceae,Yersinia,8,7.275663,8,0.212794,0.259816,0,0.000011,0.000011,112,0.005556,0,1,28,0.007028
